0,168,168,0.8,0
1,164,384,0.8,13.3
2,156,638,0.8,17.8
3,148,689,0.8,22.7
4,137,702,0.8,26
5,129,708,0.8,28.1
6,121,717,0.8,29.6
7,119,720,0.8,30.7
8,115,725,0.8,31.3
9,111,727,0.8,31.9
10,103,727,0.8,32.3
11,94,738,0.8,32.8
12,85,749,0.8,33.5
13,80,752,0.8,34.3
14,72,756,0.8,34.9
15,67,764,0.8,35.6
16,59,769,0.8,36.1
17,60,767,0.8,36.8
18,55,774,0.8,37
19,52,774,0.8,37.4
20,49,770,0.8,37.7
21,46,777,0.8,38
22,40,777,0.8,38.3
23,32,784,0.8,38.6
24,22,792,0.8,39.2
25,18,711,0.8,39.9
26,26,487,0.8,39.6
27,43,396,0.8,37.1
28,52,478,0.8,34.3
29,60,606,0.8,33.3
30,64,679,0.8,33.8
31,66,730,0.8,34.6
32,66,746,0.8,35.4
33,66,749,0.8,35.9
34,65,750,0.8,36.2
35,65,744,0.8,36.4
36,65,735,0.8,36.5
37,64,722,0.8,36.4
38,63,726,0.8,36.3
39,63,716,0.8,36.3
40,63,715,0.8,36.2
41,63,716,0.8,36.1
42,61,715,0.8,36.1
43,60,711,0.8,36.2
44,61,709,0.8,36.2
45,62,711,0.8,36.2
46,62,706,0.8,36.1
47,61,714,0.8,36.1
48,60,713,0.8,36.1
49,60,702,0.8,36.2
50,58,696,0.8,36.1
51,51,677,0.8,36.1
52,39,643,0.8,36.2
53,31,596,0.8,36.4
54,24,551,0.8,36.3
55,25,555,0.8,36.1
56,25,599,0.8,36
57,25,655,0.8,36.4
58,25,706,0.8,37.1
59,25,752,0.8,37.9
60,25,770,0.8,38.8
61,26,770,0.8,39.4
62,25,770,0.8,39.7
63,25,765,0.8,39.8
64,25,764,0.8,39.9
65,25,760,0.8,39.9
66,25,755,0.8,39.8
67,25,750,0.8,39.8
68,23,753,0.8,39.7
69,22,759,0.8,39.8
70,21,761,0.8,39.9
71,21,755,0.8,40
72,21,749,0.8,40
73,21,742,0.8,39.9
74,21,739,0.8,39.9
75,20,723,0.8,39.8
76,18,696,0.8,39.6
77,17,651,0.8,39.4
78,18,591,0.8,38.8
79,17,559,0.8,38
80,16,548,0.8,37.3
81,16,534,0.8,36.8
82,17,529,0.8,36.5
83,18,520,0.8,36.2
84,19,563,0.8,36
85,17,625,0.8,36.2
86,17,681,0.8,37
87,17,734,0.8,38
88,17,772,0.8,38.9
89,18,782,0.8,39.8
90,18,784,0.8,40.3
91,18,785,0.8,40.5
92,17,781,0.8,40.7
93,17,776,0.8,40.7
94,17,766,0.8,40.7
95,17,760,0.8,40.6
96,17,762,0.8,40.5
97,17,758,0.8,40.5
98,17,750,0.8,40.4
99,17,753,0.8,40.3
100,16,750,0.8,40.3
101,13,739,0.8,40.3
102,12,732,0.8,40.3
103,9,715,0.8,40.3
104,11,676,0.8,40.2
105,13,630,0.8,39.7
106,16,602,0.8,39
107,15,590,0.8,38.2
108,14,564,0.8,37.8
109,13,528,0.8,37.3
110,13,484,0.8,36.8
111,13,469,0.8,36.1
112,13,494,0.8,35.6
113,13,537,0.8,35.6
114,12,619,0.8,36
115,12,709,0.8,37.1
116,12,758,0.8,38.4
117,12,778,0.8,39.6
118,12,789,0.8,40.3
119,12,792,0.8,40.8
120,12,786,0.8,41.1
121,12,788,0.8,41.2
122,12,787,0.8,41.2
123,12,785,0.8,41.3
124,12,783,0.8,41.3
125,12,780,0.8,41.2
126,12,773,0.8,41.2
127,12,764,0.8,41.1
128,10,748,0.8,41
129,7,739,0.8,40.8
130,5,728,0.8,40.8
131,2,708,0.8,40.7
132,2,678,0.8,40.6
133,2,645,0.8,40.3
134,2,632,0.8,39.8
135,2,619,0.8,39.4
136,2,611,0.8,39.1
137,2,580,0.8,38.9
138,2,520,0.8,38.5
139,3,470,0.8,37.7
140,3,440,0.8,36.8
141,3,470,0.8,36.1
142,3,520,0.8,36
143,3,577,0.8,36.4
144,3,672,0.8,37.2
145,3,753,0.8,38.5
146,3,792,0.8,39.9
147,3,813,0.8,41
148,3,816,0.8,41.7
149,3,816,0.8,42.1
150,3,811,0.8,42.3
151,3,808,0.8,42.4
152,3,798,0.8,42.4
153,3,790,0.8,42.3
154,3,784,0.8,42.1
155,2,770,0.8,42
156,2,762,0.8,41.9
157,2,760,0.8,41.7
158,3,754,0.8,41.6
159,4,744,0.8,41.5
160,5,710,0.8,41.3
161,6,677,0.8,40.8
162,6,648,0.8,40.2
163,6,632,0.8,39.7
164,6,629,0.8,39.2
165,6,611,0.8,39
166,6,583,0.8,38.7
167,6,549,0.8,38.3
168,6,515,0.8,37.7
169,6,457,0.8,37.1
170,6,433,0.8,36.3
171,6,474,0.8,35.6
172,6,545,0.8,35.7
173,6,631,0.8,36.4
174,6,692,0.8,37.6
175,6,744,0.8,38.8
176,6,782,0.8,39.8
177,5,811,0.8,40.7
178,5,809,0.8,41.5
179,5,809,0.8,41.9
180,5,810,0.8,42.1
181,6,801,0.8,42.2
182,5,791,0.8,42.1
183,5,785,0.8,42
184,4,782,0.8,41.9
185,4,774,0.8,41.8
186,3,777,0.8,41.7
187,3,776,0.8,41.8
188,3,770,0.8,41.8
189,2,746,0.8,41.7
190,2,709,0.8,41.5
191,2,664,0.8,41
192,2,645,0.8,40.4
193,2,629,0.8,39.8
194,2,623,0.8,39.4
195,2,618,0.8,39.2
196,2,584,0.8,39
197,2,548,0.8,38.6
198,2,516,0.8,38
199,2,484,0.8,37.4
200,2,484,0.8,36.8
201,3,514,0.8,36.5
202,3,591,0.8,36.6
203,5,669,0.8,37.4
204,5,742,0.8,38.5
205,5,790,0.8,39.7
206,4,799,0.8,40.8
207,5,798,0.8,41.5
208,5,798,0.8,41.7
209,5,798,0.8,41.9
210,5,796,0.8,42
211,5,787,0.8,42
212,5,772,0.8,41.9
213,5,761,0.8,41.7
214,5,758,0.8,41.5
215,5,762,0.8,41.4
216,5,764,0.8,41.4
217,5,767,0.8,41.4
218,5,759,0.8,41.4
219,5,724,0.8,41.3
220,5,684,0.8,41
221,5,647,0.8,40.4
222,5,627,0.8,39.8
223,5,626,0.8,39.3
224,5,625,0.8,39
225,4,605,0.8,38.9
226,4,563,0.8,38.6
227,3,526,0.8,38.1
228,2,479,0.8,37.6
229,2,450,0.8,36.9
230,2,489,0.8,36.2
231,1,550,0.8,36.3
232,1,631,0.8,36.9
233,2,700,0.8,38
234,1,759,0.8,39.2
235,1,792,0.8,40.4
236,1,805,0.8,41.3
237,1,814,0.8,41.9
238,1,812,0.8,42.3
239,1,809,0.8,42.4
240,2,810,0.8,42.5
241,2,799,0.8,42.5
242,2,782,0.8,42.4
243,2,772,0.8,42.2
244,3,773,0.8,42
245,3,780,0.8,41.8
246,3,776,0.8,41.8
247,3,759,0.8,41.8
248,3,741,0.8,41.6
249,3,717,0.8,41.3
250,3,682,0.8,41
251,4,647,0.8,40.5
252,5,629,0.8,39.8
253,5,613,0.8,39.3
254,5,600,0.8,38.9
255,5,578,0.8,38.6
256,5,522,0.8,38.2
257,5,494,0.8,37.5
258,5,484,0.8,36.8
259,5,487,0.8,36.4
260,5,543,0.8,36.3
261,5,593,0.8,36.7
262,5,647,0.8,37.4
263,5,697,0.8,38.3
264,5,732,0.8,39.2
265,6,773,0.8,40
266,6,802,0.8,40.7
267,6,809,0.8,41.4
268,7,812,0.8,41.8
269,6,807,0.8,42
270,6,798,0.8,42
271,6,785,0.8,42
272,6,774,0.8,41.8
273,6,773,0.8,41.7
274,6,772,0.8,41.6
275,6,772,0.8,41.5
276,5,770,0.8,41.5
277,4,754,0.8,41.5
278,4,733,0.8,41.4
279,4,704,0.8,41.1
280,4,674,0.8,40.7
281,4,651,0.8,40.2
282,3,628,0.8,39.8
283,4,610,0.8,39.3
284,4,578,0.8,38.9
285,4,569,0.8,38.4
286,4,544,0.8,38.1
287,4,545,0.8,37.7
288,4,555,0.8,37.5
289,3,562,0.8,37.5
290,2,581,0.8,37.6
291,2,628,0.8,37.8
292,2,683,0.8,38.4
293,1,736,0.8,39.2
294,3,767,0.8,40.2
295,3,803,0.8,40.9
296,3,808,0.8,41.6
297,3,807,0.8,42
298,3,801,0.8,42.2
299,3,792,0.8,42.2
300,3,782,0.8,42.1
301,3,780,0.8,42
302,3,769,0.8,41.9
303,3,767,0.8,41.8
304,3,773,0.8,41.7
305,3,774,0.8,41.7
